quote	title	from	order
To make it better.	Hey Jude	The Beatles	56
Better,	Hey Jude	The Beatles	57
Better,	Hey Jude	The Beatles	58
Better,	Hey Jude	The Beatles	59
Better,	Hey Jude	The Beatles	60
Better!	Hey Jude	The Beatles	61
Ohhhhh!	Hey Jude	The Beatles	62
Yeah!	Hey Jude	The Beatles	63
Yeah, yeah, yeah, yeah, yeah, yeah ...	Hey Jude	The Beatles	64
Nah ...	Hey Jude	The Beatles	65
Nah, nah,	Hey Jude	The Beatles	66
Nah nah nah nah!	Hey Jude	The Beatles	67
Nah nah nah nah!	Hey Jude	The Beatles	68
Hey, Jude.	Hey Jude	The Beatles	69
Nah ...	Hey Jude	The Beatles	70
Nah, nah,	Hey Jude	The Beatles	71
Nah nah nah nah!	Hey Jude	The Beatles	72
Nah nah nah nah!	Hey Jude	The Beatles	73
Hey, Jude.	Hey Jude	The Beatles	74
Nah ...	Hey Jude	The Beatles	75
Nah, nah,	Hey Jude	The Beatles	76
Nah nah nah nah!	Hey Jude	The Beatles	77
Nah nah nah nah!	Hey Jude	The Beatles	78
Hey, Jude.	Hey Jude	The Beatles	79
Nah ...	Hey Jude	The Beatles	80
Nah, nah,	Hey Jude	The Beatles	81
Nah nah nah nah!	Hey Jude	The Beatles	82
Nah nah nah nah!	Hey Jude	The Beatles	83
Hey, Jude.	Hey Jude	The Beatles	84
Jude, Jude! A-Jude-a, Jude-a, Jude-a, Jude-a!	Hey Jude	The Beatles	85
Nah ...	Hey Jude	The Beatles	86
Nah, nah,	Hey Jude	The Beatles	87
Nah nah nah nah!	Hey Jude	The Beatles	88
Whoo! Nah, nah, nah!	Hey Jude	The Beatles	89
Nah nah nah nah!	Hey Jude	The Beatles	90
Hey, Jude.	Hey Jude	The Beatles	91
Jude, Jude! Jude, Jude, Juuude ...	Hey Jude	The Beatles	92
Nah ...	Hey Jude	The Beatles	93
Nah, nah,	Hey Jude	The Beatles	94
Nah nah nah nah!	Hey Jude	The Beatles	95
Yeah, yeah, yeah ...	Hey Jude	The Beatles	96
Nah nah nah nah!	Hey Jude	The Beatles	97
Hey, Jude.	Hey Jude	The Beatles	98
You know you can make it! You're Jude, you're not gonna break it!	Hey Jude	The Beatles	99
Nah ...	Hey Jude	The Beatles	100
Nah, nah,	Hey Jude	The Beatles	101
Don't make it bad, Jude.	Hey Jude	The Beatles	102
Nah nah nah nah!	Hey Jude	The Beatles	103
Take a sad song and make it better!	Hey Jude	The Beatles	104
Nah nah nah nah!	Hey Jude	The Beatles	105
Hey, Jude.	Hey Jude	The Beatles	106
Jude. Hey, Jude! Waaaaaaaaa-haaaaa!	Hey Jude	The Beatles	107
Nah ...	Hey Jude	The Beatles	108
Nah, nah,	Hey Jude	The Beatles	109
Nah nah nah nah!	Hey Jude	The Beatles	110
Oooooh, Jude ...	Hey Jude	The Beatles	111
Nah nah nah nah!	Hey Jude	The Beatles	112
Hey, Jude.	Hey Jude	The Beatles	113
Hey, hey, hey, hey, yeah! Hey ...	Hey Jude	The Beatles	114
Nah ...	Hey Jude	The Beatles	115
Nah, nah,	Hey Jude	The Beatles	116
Nah nah nah nah!	Hey Jude	The Beatles	117
Hey, hey, hey hey, hey ...	Hey Jude	The Beatles	118
Nah nah nah nah!	Hey Jude	The Beatles	119
Hey, Jude.	Hey Jude	The Beatles	120
Jude, Jude, Jude, Jude, Jude, Jude!	Hey Jude	The Beatles	121
Nah ...	Hey Jude	The Beatles	122
Yeah, yeah, yeah, yeah, yeah ...	Hey Jude	The Beatles	123
Nah, nah,	Hey Jude	The Beatles	124
Nah nah nah nah!	Hey Jude	The Beatles	125
Oh, yeah!	Hey Jude	The Beatles	126
Nah nah nah nah!	Hey Jude	The Beatles	127
Hey, Jude.	Hey Jude	The Beatles	128
Nah ...	Hey Jude	The Beatles	129
Nah, nah,	Hey Jude	The Beatles	130
Nah nah nah nah!	Hey Jude	The Beatles	131
A-nah nah nah ...	Hey Jude	The Beatles	132
Nah nah nah nah!	Hey Jude	The Beatles	133
Hey, Jude.	Hey Jude	The Beatles	134
A-nah nah nah nah nah nah nah nah nah nah nah nah nah nah!	Hey Jude	The Beatles	135
Nah ...	Hey Jude	The Beatles	136
Nah, nah,	Hey Jude	The Beatles	137
Nah nah nah nah!	Hey Jude	The Beatles	138
Nah nah nah nah!	Hey Jude	The Beatles	139
Hey, Jude.	Hey Jude	The Beatles	140
Nah ...	Hey Jude	The Beatles	141
Nah, nah,	Hey Jude	The Beatles	142
Nah nah nah nah!	Hey Jude	The Beatles	143
Nah nah nah nah!	Hey Jude	The Beatles	144
Hey, Jude.	Hey Jude	The Beatles	145
Nah ...	Hey Jude	The Beatles	146
Yeah! Hey, hey, hey, hey. He-eeey ...	Hey Jude	The Beatles	147
Nah, nah,	Hey Jude	The Beatles	148
Nah nah nah nah!	Hey Jude	The Beatles	149
Make it through!	Hey Jude	The Beatles	150
Nah nah nah nah!	Hey Jude	The Beatles	151
Hey, Jude.	Hey Jude	The Beatles	152
Yeah yeah yeah yeah! Yeah! Yeah! Yeah! Yeah!	Hey Jude	The Beatles	153
Nah ...	Hey Jude	The Beatles	154
Yeah yeah! Yeah yeah!	Hey Jude	The Beatles	155
Nah, nah,	Hey Jude	The Beatles	156
Nah nah nah nah!	Hey Jude	The Beatles	157
Yeeeaaahhh ... hahahahahaha ...	Hey Jude	The Beatles	158
Nah nah nah nah!	Hey Jude	The Beatles	159
Hey, Jude.	Hey Jude	The Beatles	160
Gonnalkjajkfdshgd-ma ma ma ma ma ma ma ma ma ma ...	Hey Jude	The Beatles	161
Nah ...	Hey Jude	The Beatles	162
Nah, nah,	Hey Jude	The Beatles	163
Nah nah nah nah!	Hey Jude	The Beatles	164
Nah nah nah nah!	Hey Jude	The Beatles	165
Hey, Jude.	Hey Jude	The Beatles	166
Oooooh ...	Hey Jude	The Beatles	167
Nah ...	Hey Jude	The Beatles	168
Nah, nah,	Hey Jude	The Beatles	169
Nah nah nah nah!	Hey Jude	The Beatles	170
Oooooh ...	Hey Jude	The Beatles	171
Nah nah nah nah!	Hey Jude	The Beatles	172
Hey, Jude.	Hey Jude	The Beatles	173
Load up on guns,	Smells Like Teen Spirit	Nirvana	1
Bring your friends.	Smells Like Teen Spirit	Nirvana	2
It's fun to lose	Smells Like Teen Spirit	Nirvana	3
And to pretend.	Smells Like Teen Spirit	Nirvana	4
She's overboard,	Smells Like Teen Spirit	Nirvana	5
And self-assured.	Smells Like Teen Spirit	Nirvana	6
Oh, no. I know --	Smells Like Teen Spirit	Nirvana	7
A dirty word.	Smells Like Teen Spirit	Nirvana	8
Hello,	Smells Like Teen Spirit	Nirvana	9
Hello,	Smells Like Teen Spirit	Nirvana	10
Hello,	Smells Like Teen Spirit	Nirvana	11
How low?	Smells Like Teen Spirit	Nirvana	12
Hello,	Smells Like Teen Spirit	Nirvana	13
Hello,	Smells Like Teen Spirit	Nirvana	14
Hello,	Smells Like Teen Spirit	Nirvana	15
How low?	Smells Like Teen Spirit	Nirvana	16
Hello,	Smells Like Teen Spirit	Nirvana	17
Hello,	Smells Like Teen Spirit	Nirvana	18
Hello,	Smells Like Teen Spirit	Nirvana	19
How low?	Smells Like Teen Spirit	Nirvana	20
Hello,	Smells Like Teen Spirit	Nirvana	21
Hello,	Smells Like Teen Spirit	Nirvana	22
Hello.	Smells Like Teen Spirit	Nirvana	23
With the lights out,	Smells Like Teen Spirit	Nirvana	24
It's less dangerous!	Smells Like Teen Spirit	Nirvana	25
Here we are now.	Smells Like Teen Spirit	Nirvana	26
Entertain us!	Smells Like Teen Spirit	Nirvana	27
I feel stupid	Smells Like Teen Spirit	Nirvana	28
And contagious!	Smells Like Teen Spirit	Nirvana	29
Here we are now.	Smells Like Teen Spirit	Nirvana	30
Entertain us!	Smells Like Teen Spirit	Nirvana	31
A mulato.	Smells Like Teen Spirit	Nirvana	32
An albino!	Smells Like Teen Spirit	Nirvana	33
A mosquito.	Smells Like Teen Spirit	Nirvana	34
My libido!	Smells Like Teen Spirit	Nirvana	35
Yay!	Smells Like Teen Spirit	Nirvana	36
Hey.	Smells Like Teen Spirit	Nirvana	37
Yay.	Smells Like Teen Spirit	Nirvana	38
I'm worse at what	Smells Like Teen Spirit	Nirvana	39
I do best,	Smells Like Teen Spirit	Nirvana	40
And for this gift,	Smells Like Teen Spirit	Nirvana	41
I feel blessed.	Smells Like Teen Spirit	Nirvana	42
Our little group	Smells Like Teen Spirit	Nirvana	43
Has always been	Smells Like Teen Spirit	Nirvana	44
And always will	Smells Like Teen Spirit	Nirvana	45
Until the end.	Smells Like Teen Spirit	Nirvana	46
Hello,	Smells Like Teen Spirit	Nirvana	47
Hello,	Smells Like Teen Spirit	Nirvana	48
Hello,	Smells Like Teen Spirit	Nirvana	49
How low?	Smells Like Teen Spirit	Nirvana	50
Hello,	Smells Like Teen Spirit	Nirvana	51
Hello,	Smells Like Teen Spirit	Nirvana	52
Hello,	Smells Like Teen Spirit	Nirvana	53
How low?	Smells Like Teen Spirit	Nirvana	54
Hello,	Smells Like Teen Spirit	Nirvana	55
Hello,	Smells Like Teen Spirit	Nirvana	56
Hello,	Smells Like Teen Spirit	Nirvana	57
How low?	Smells Like Teen Spirit	Nirvana	58
Hello,	Smells Like Teen Spirit	Nirvana	59
Hello,	Smells Like Teen Spirit	Nirvana	60
Hello.	Smells Like Teen Spirit	Nirvana	61
With the lights out,	Smells Like Teen Spirit	Nirvana	62
It's less dangerous!	Smells Like Teen Spirit	Nirvana	63
Here we are now.	Smells Like Teen Spirit	Nirvana	64
Entertain us!	Smells Like Teen Spirit	Nirvana	65
I feel stupid	Smells Like Teen Spirit	Nirvana	66
And contagious.	Smells Like Teen Spirit	Nirvana	67
Here we are now.	Smells Like Teen Spirit	Nirvana	68
Entertain us!	Smells Like Teen Spirit	Nirvana	69
A mulato.	Smells Like Teen Spirit	Nirvana	70
An albino!	Smells Like Teen Spirit	Nirvana	71
A mosquito.	Smells Like Teen Spirit	Nirvana	72
My libido!	Smells Like Teen Spirit	Nirvana	73
Yay!	Smells Like Teen Spirit	Nirvana	74
Hey.	Smells Like Teen Spirit	Nirvana	75
Yay.	Smells Like Teen Spirit	Nirvana	76
And I forget	Smells Like Teen Spirit	Nirvana	77
Just why I taste.	Smells Like Teen Spirit	Nirvana	78
Oh yeah,	Smells Like Teen Spirit	Nirvana	79
I guess it makes me smile.	Smells Like Teen Spirit	Nirvana	80
I found it hard.	Smells Like Teen Spirit	Nirvana	81
It's hard to find.	Smells Like Teen Spirit	Nirvana	82
Oh, well,	Smells Like Teen Spirit	Nirvana	83
Whatever.	Smells Like Teen Spirit	Nirvana	84
Never mind.	Smells Like Teen Spirit	Nirvana	85
Hello,	Smells Like Teen Spirit	Nirvana	86
Hello,	Smells Like Teen Spirit	Nirvana	87
Hello,	Smells Like Teen Spirit	Nirvana	88
How low?	Smells Like Teen Spirit	Nirvana	89
Hello,	Smells Like Teen Spirit	Nirvana	90
Hello,	Smells Like Teen Spirit	Nirvana	91
Hello,	Smells Like Teen Spirit	Nirvana	92
How low?	Smells Like Teen Spirit	Nirvana	93
Hello,	Smells Like Teen Spirit	Nirvana	94
Hello,	Smells Like Teen Spirit	Nirvana	95
Hello,	Smells Like Teen Spirit	Nirvana	96
How low?	Smells Like Teen Spirit	Nirvana	97
Hello,	Smells Like Teen Spirit	Nirvana	98
Hello,	Smells Like Teen Spirit	Nirvana	99
Hello.	Smells Like Teen Spirit	Nirvana	100
With the lights out,	Smells Like Teen Spirit	Nirvana	101
It's less dangerous!	Smells Like Teen Spirit	Nirvana	102
Here we are now.	Smells Like Teen Spirit	Nirvana	103
Entertain us!	Smells Like Teen Spirit	Nirvana	104
I feel stupid	Smells Like Teen Spirit	Nirvana	105
And contagious.	Smells Like Teen Spirit	Nirvana	106
Here we are now.	Smells Like Teen Spirit	Nirvana	107
Entertain us!	Smells Like Teen Spirit	Nirvana	108
A mulato!	Smells Like Teen Spirit	Nirvana	109
An albino!	Smells Like Teen Spirit	Nirvana	110
A mosquito.	Smells Like Teen Spirit	Nirvana	111
My libido!	Smells Like Teen Spirit	Nirvana	112
A denial!	Smells Like Teen Spirit	Nirvana	113
A denial!	Smells Like Teen Spirit	Nirvana	114
A denial!	Smells Like Teen Spirit	Nirvana	115
A denial!	Smells Like Teen Spirit	Nirvana	116
A denial!	Smells Like Teen Spirit	Nirvana	117
A denial!	Smells Like Teen Spirit	Nirvana	118
A denial!	Smells Like Teen Spirit	Nirvana	119
A denial!	Smells Like Teen Spirit	Nirvana	120
A deniaaaaal!	Smells Like Teen Spirit	Nirvana	121
Ticking away	Time	Pink Floyd	1
The moments that make up a dull day.	Time	Pink Floyd	2
Fritter and waste	Time	Pink Floyd	3
The hours in an off-hand way.	Time	Pink Floyd	4
Kicking around	Time	Pink Floyd	5
On a piece of ground	Time	Pink Floyd	6
In your hometown.	Time	Pink Floyd	7
Waiting for someone	Time	Pink Floyd	8
Or something	Time	Pink Floyd	9
To show you the way.	Time	Pink Floyd	10
Tired of lying in the sunshine,	Time	Pink Floyd	11
Staying home to watch the rain.	Time	Pink Floyd	12
You are young and life is long,	Time	Pink Floyd	13
And there is time to kill today.	Time	Pink Floyd	14
And then one day, you find	Time	Pink Floyd	15
Ten years have got behind you	Time	Pink Floyd	16
No one told you when to run.	Time	Pink Floyd	17
You missed the starting gun.	Time	Pink Floyd	18
*bwaaaaang*	Time	Pink Floyd	19
And you run and you run to catch up with the sun,	Time	Pink Floyd	20
But it's sinking.	Time	Pink Floyd	21
Racing around	Time	Pink Floyd	22
To come up behind you again.	Time	Pink Floyd	23
The sun is the same in a relative way,	Time	Pink Floyd	24
But you're older.	Time	Pink Floyd	25
Shorter of breath,	Time	Pink Floyd	26
And one day closer to death!	Time	Pink Floyd	27
Every year is getting shorter.	Time	Pink Floyd	28
Never seem to find the time.	Time	Pink Floyd	29
Plans that either come to naught,	Time	Pink Floyd	30
Or half a page of scribbled lines.	Time	Pink Floyd	31
Hanging on in quiet desperation is the English way	Time	Pink Floyd	32
The time is gone.	Time	Pink Floyd	33
The song is over.	Time	Pink Floyd	34
Thought I'd something more to say.	Time	Pink Floyd	35
Home.	Time	Pink Floyd	36
Home again.	Time	Pink Floyd	37
I like to be here	Time	Pink Floyd	38
When I can.	Time	Pink Floyd	39
When I come home,	Time	Pink Floyd	40
Cold and tired,	Time	Pink Floyd	41
It's good to warm my bones beside the fire.	Time	Pink Floyd	42
Far away,	Time	Pink Floyd	43
Across the field,	Time	Pink Floyd	44
The tolling of the iron bell	Time	Pink Floyd	45
Calls the faithful to their knees	Time	Pink Floyd	46
To hear the softly spoken magic spell ...	Time	Pink Floyd	47
One, two, three! Uh!	Hey Ya!	Outkast	1
My baby don't mess around	Hey Ya!	Outkast	2
Because she loves me so	Hey Ya!	Outkast	3
And this I know fo' sho'.	Hey Ya!	Outkast	4
Uh!	Hey Ya!	Outkast	5
But does she really wanna?	Hey Ya!	Outkast	6
But can't stand to see me.	Hey Ya!	Outkast	7
Walk out the do'.	Hey Ya!	Outkast	8
Don't try to fight the feelin'	Hey Ya!	Outkast	9
null	Hey Ya!	Outkast	10
Uh!	Hey Ya!	Outkast	11
Thank god for mom and dad	Hey Ya!	Outkast	12
For sticking two together	Hey Ya!	Outkast	13
null	Hey Ya!	Outkast	14
UH!	Hey Ya!	Outkast	15
Hey ...	Hey Ya!	Outkast	16
Ya ...	Hey Ya!	Outkast	17
Hey ya ...	Hey Ya!	Outkast	18
Hey ...	Hey Ya!	Outkast	19
Ya ...	Hey Ya!	Outkast	20
Hey ya ...	Hey Ya!	Outkast	21
Hey ...	Hey Ya!	Outkast	22
Ya ...	Hey Ya!	Outkast	23
Hey ya ...	Hey Ya!	Outkast	24
Hey ...	Hey Ya!	Outkast	25
Ya ...	Hey Ya!	Outkast	26
Hey ya ...	Hey Ya!	Outkast	27
You think you've got it	Hey Ya!	Outkast	28
Oh, you think you've got it	Hey Ya!	Outkast	29
But got it just don't get it	Hey Ya!	Outkast	30
null	Hey Ya!	Outkast	31
Uh!	Hey Ya!	Outkast	32
We get together	Hey Ya!	Outkast	33
Oh, we get together	Hey Ya!	Outkast	34
But separate's always better when there's feelings invooooooolved ...	Hey Ya!	Outkast	35
If what they say is "Nothing is forever"	Hey Ya!	Outkast	36
Then what makes,	Hey Ya!	Outkast	37
Then what makes,	Hey Ya!	Outkast	38
Then what makes,	Hey Ya!	Outkast	39
Then what makes,	Hey Ya!	Outkast	40
What makes!	Hey Ya!	Outkast	41
What makes,	Hey Ya!	Outkast	42
What makes!	Hey Ya!	Outkast	43
Uh!	Hey Ya!	Outkast	44
Love the exception?	Hey Ya!	Outkast	45
So why you, why you,	Hey Ya!	Outkast	46
Why you, why you, why you	Hey Ya!	Outkast	47
Are we so in denial when we know we're not happy here?	Hey Ya!	Outkast	48
Y'all don't want me here. You just wanna dance.	Hey Ya!	Outkast	49
Hey ...	Hey Ya!	Outkast	50
Ya ...	Hey Ya!	Outkast	51
Oh, oh!	Hey Ya!	Outkast	52
Hey ya ...	Hey Ya!	Outkast	53
Oh, oh!	Hey Ya!	Outkast	54
Don't want to meet your daddy.	Hey Ya!	Outkast	55
Hey ...	Hey Ya!	Outkast	56
Oh, oh!	Hey Ya!	Outkast	57
Ya ...	Hey Ya!	Outkast	58
Just want you in my caddy.	Hey Ya!	Outkast	59
Oh, oh!	Hey Ya!	Outkast	60
Hey ya ...	Hey Ya!	Outkast	61
Oh, oh!	Hey Ya!	Outkast	62
Don't want to me yo' mama.	Hey Ya!	Outkast	63
Hey ...	Hey Ya!	Outkast	64
Oh, oh!	Hey Ya!	Outkast	65
Ya ...	Hey Ya!	Outkast	66
Just want to make you cum-ma.	Hey Ya!	Outkast	67
Oh, oh!	Hey Ya!	Outkast	68
Hey ya ...	Hey Ya!	Outkast	69
I'm --	Hey Ya!	Outkast	70
Oh, oh!	Hey Ya!	Outkast	71
I'm --	Hey Ya!	Outkast	72
Oh, oh!	Hey Ya!	Outkast	73
I'm just bein' honest.	Hey Ya!	Outkast	74
Oh, oh!	Hey Ya!	Outkast	75
I'm just bein' honest.	Hey Ya!	Outkast	76
Hey!	Hey Ya!	Outkast	77
Alright, now.	Hey Ya!	Outkast	78
Alright, now fellas.	Hey Ya!	Outkast	79
Yeah!	Hey Ya!	Outkast	80
Now, what's cooler than bein' cool?	Hey Ya!	Outkast	81
Ice cold!	Hey Ya!	Outkast	82
I can't hear ya!	Hey Ya!	Outkast	83
I say what's, what's cooler than bein' cool?	Hey Ya!	Outkast	84
ICE COLD!	Hey Ya!	Outkast	85
Whooo ...	Hey Ya!	Outkast	86
Alright, alright, alright, alright	Hey Ya!	Outkast	87
Alright, alright, alright, alright	Hey Ya!	Outkast	88
Alright, alright, alright, alright	Hey Ya!	Outkast	89
Alright, alright,	Hey Ya!	Outkast	90
Ok, now ladies!	Hey Ya!	Outkast	91
Yeah!	Hey Ya!	Outkast	92
Now we gon' break this thing down in just a few seconds.	Hey Ya!	Outkast	93
Now don't have me to break this thing down for nothin'!	Hey Ya!	Outkast	94
Now I wanna see y'all on your baddest behaviour!	Hey Ya!	Outkast	95
Lend me some sugar,	Hey Ya!	Outkast	96
I am your neighbour!	Hey Ya!	Outkast	97
Uh!	Hey Ya!	Outkast	98
Here we go!	Hey Ya!	Outkast	99
Shake it.	Hey Ya!	Outkast	100
Shake, shake it.	Hey Ya!	Outkast	101
Shake it.	Hey Ya!	Outkast	102
Oh, oh!	Hey Ya!	Outkast	103
Shake it.	Hey Ya!	Outkast	104
Shake it.	Hey Ya!	Outkast	105
Shake, shake it.	Hey Ya!	Outkast	106
Shake it. Shake it.	Hey Ya!	Outkast	107
Oh, oh!	Hey Ya!	Outkast	108
Shake it. Shake it like a Polaroid picture.	Hey Ya!	Outkast	109
Shake it. Shake it.	Hey Ya!	Outkast	110
You got to shake it. Shake it. Skake it.	Hey Ya!	Outkast	111
Got to shake it.	Hey Ya!	Outkast	112
Shake it, sugar!	Hey Ya!	Outkast	113
Shake it like a Polaroid picture.	Hey Ya!	Outkast	114
Now all Beyonce's and Lucy Liu's	Hey Ya!	Outkast	115
And baby dolls,	Hey Ya!	Outkast	116
Get on the floor.	Hey Ya!	Outkast	117
Get on the floor!	Hey Ya!	Outkast	118
Shake it like a Polaroid picture!	Hey Ya!	Outkast	119
You know what to do.	Hey Ya!	Outkast	120
You know what to do.	Hey Ya!	Outkast	121
Shake it like a Polaroid picture!	Hey Ya!	Outkast	122
You know what to do!	Hey Ya!	Outkast	123
Hey ...	Hey Ya!	Outkast	124
Ya ...	Hey Ya!	Outkast	125
Oh, oh!	Hey Ya!	Outkast	126
Hey ya ...	Hey Ya!	Outkast	127
Oh, oh!	Hey Ya!	Outkast	128
Hey ...	Hey Ya!	Outkast	129
Ya ...	Hey Ya!	Outkast	130
Oh, oh!	Hey Ya!	Outkast	131
Hey ya ...	Hey Ya!	Outkast	132
Oh, oh!	Hey Ya!	Outkast	133
Hey ya!	Hey Ya!	Outkast	134
Hey ...	Hey Ya!	Outkast	135
Ya ...	Hey Ya!	Outkast	136
Oh, oh!	Hey Ya!	Outkast	137
Hey ya ...	Hey Ya!	Outkast	138
Oh, oh!	Hey Ya!	Outkast	139
Hey ...	Hey Ya!	Outkast	140
Ya ...	Hey Ya!	Outkast	141
Oh, oh!	Hey Ya!	Outkast	142
Hey ya ...	Hey Ya!	Outkast	143
Oh, oh!	Hey Ya!	Outkast	144
Do you have the time	Basket Case	Green Day	1
To listen to me whine	Basket Case	Green Day	2
About nothing and everything all at once?	Basket Case	Green Day	3
I am one of those	Basket Case	Green Day	4
Melodramatic fools.	Basket Case	Green Day	5
Neurotic to the bone,	Basket Case	Green Day	6
No doubt about it.	Basket Case	Green Day	7
Sometimes I give myself the creeps.	Basket Case	Green Day	8
Sometimes my mind plays tricks on me.	Basket Case	Green Day	9
It all keeps adding up.	Basket Case	Green Day	10
I think I'm cracking up!	Basket Case	Green Day	11
Am I just paranoid?	Basket Case	Green Day	12
Am I just stoned?	Basket Case	Green Day	13
I went to a shrink	Basket Case	Green Day	14
To analyze my dreams.	Basket Case	Green Day	15
She says it's lack of sex that's bringing me down	Basket Case	Green Day	16
I went to a whore,	Basket Case	Green Day	17
Who said my life's a bore,	Basket Case	Green Day	18
So quit my whining 'cause it's bringing her down!	Basket Case	Green Day	19
Sometimes I give myself the creeps.	Basket Case	Green Day	20
Sometimes my mind plays tricks on me.	Basket Case	Green Day	21
It all keeps adding up.	Basket Case	Green Day	22
I think I'm cracking up!	Basket Case	Green Day	23
Am I just paranoid?	Basket Case	Green Day	24
Am I just stoned?	Basket Case	Green Day	25
Grasping to control.	Basket Case	Green Day	26
So I better hold on.	Basket Case	Green Day	27
Sometimes I give myself the creeps.	Basket Case	Green Day	28
Sometimes my mind plays tricks on me.	Basket Case	Green Day	29
It all keeps adding up.	Basket Case	Green Day	30
I think I'm cracking up!	Basket Case	Green Day	31
Am I just paranoid?	Basket Case	Green Day	32
Am I just stoned?	Basket Case	Green Day	33
It's ...	I Can't Decide	Scissor Sisters	1
Not ...	I Can't Decide	Scissor Sisters	2
Easy having yourself a good time.	I Can't Decide	Scissor Sisters	3
Greasing up those bets and betters,	I Can't Decide	Scissor Sisters	4
Watching out they don't four-letter	I Can't Decide	Scissor Sisters	5
Fuck and kiss you both at the same time.	I Can't Decide	Scissor Sisters	6
Smells like something I've forgotten.	I Can't Decide	Scissor Sisters	7
Curled up died and now it's rotten.	I Can't Decide	Scissor Sisters	8
I'm not a gangster tonight.	I Can't Decide	Scissor Sisters	9
Don't want to be a bad guy.	I Can't Decide	Scissor Sisters	10
I'm just a loner, baby.	I Can't Decide	Scissor Sisters	11
And now you're gotten in my way.	I Can't Decide	Scissor Sisters	12
I can't decide	I Can't Decide	Scissor Sisters	13
Whether you should live or die.	I Can't Decide	Scissor Sisters	14
Oh, you'll probably go to heaven.	I Can't Decide	Scissor Sisters	15
Please don't hang your head and cry.	I Can't Decide	Scissor Sisters	16
No wonder why	I Can't Decide	Scissor Sisters	17
My heart feels dead inside.	I Can't Decide	Scissor Sisters	18
It's cold and hard and petrified.	I Can't Decide	Scissor Sisters	19
Lock the doors and close the blinds.	I Can't Decide	Scissor Sisters	20
We're going for a ride.	I Can't Decide	Scissor Sisters	21
It's ...	I Can't Decide	Scissor Sisters	22
A ...	I Can't Decide	Scissor Sisters	23
Bitch convincing people to like you.	I Can't Decide	Scissor Sisters	24
If I stop now, call me a quitter.	I Can't Decide	Scissor Sisters	25
If lies were cats, you'd be a litter.	I Can't Decide	Scissor Sisters	26
Pleasing everyone isn't like you.	I Can't Decide	Scissor Sisters	27
Dancing jigs until I'm crippled.	I Can't Decide	Scissor Sisters	28
Slug ten drinks -- I won't get pickled.	I Can't Decide	Scissor Sisters	29
I've got to hand it to you:	I Can't Decide	Scissor Sisters	30
You've played by all the same rules.	I Can't Decide	Scissor Sisters	31
It takes the truth to fool me,	I Can't Decide	Scissor Sisters	32
And now you've made me angry.	I Can't Decide	Scissor Sisters	33
I can't decide	I Can't Decide	Scissor Sisters	34
Whether you should live or die.	I Can't Decide	Scissor Sisters	35
Oh, you'll probably go to heaven.	I Can't Decide	Scissor Sisters	36
Please don't hang your head and cry.	I Can't Decide	Scissor Sisters	37
No wonder why	I Can't Decide	Scissor Sisters	38
My heart feels dead inside.	I Can't Decide	Scissor Sisters	39
It's cold and hard and petrified.	I Can't Decide	Scissor Sisters	40
Lock the doors and close the blinds.	I Can't Decide	Scissor Sisters	41
We're going for a ride.	I Can't Decide	Scissor Sisters	42
Oh, I could throw you in the lake,	I Can't Decide	Scissor Sisters	43
Or feed you poisoned birthday cake.	I Can't Decide	Scissor Sisters	44
I wont deny I'm gonna miss you when you're gone.	I Can't Decide	Scissor Sisters	45
Oh, I could bury you alive.	I Can't Decide	Scissor Sisters	46
But you might crawl out with a knife	I Can't Decide	Scissor Sisters	47
And kill me when I'm sleeping.	I Can't Decide	Scissor Sisters	48
That's why	I Can't Decide	Scissor Sisters	49
I can't decide	I Can't Decide	Scissor Sisters	50
Whether you should live or die.	I Can't Decide	Scissor Sisters	51
Oh, you'll probably go to heaven.	I Can't Decide	Scissor Sisters	52
Please don't hang your head and cry.	I Can't Decide	Scissor Sisters	53
No wonder why	I Can't Decide	Scissor Sisters	54
My heart feels dead inside.	I Can't Decide	Scissor Sisters	55
It's cold and hard and petrified.	I Can't Decide	Scissor Sisters	56
Lock the doors and close the blinds.	I Can't Decide	Scissor Sisters	57
We're going for a ride.	I Can't Decide	Scissor Sisters	58
Doo-doo-doo, doo, doo-doo.	Pokemon Johto	Pokemon	1
Doo-doo-doo, doo, doo-doo.	Pokemon Johto	Pokemon	2
Pokemon Johto!	Pokemon Johto	Pokemon	3
Doo-doo-doo, doo, doo-doo!	Pokemon Johto	Pokemon	4
Doo-doo-doo, doo, doo-doo.	Pokemon Johto	Pokemon	5
Everybody wants to be a master.	Pokemon Johto	Pokemon	6
Everybody wants show their skills.	Pokemon Johto	Pokemon	7
Everybody wants to get there faster.	Pokemon Johto	Pokemon	8
Make their way to the top of the hills.	Pokemon Johto	Pokemon	9
Each time	Pokemon Johto	Pokemon	10
You try,	Pokemon Johto	Pokemon	11
Gonna get just a little bit better.	Pokemon Johto	Pokemon	12
Each step	Pokemon Johto	Pokemon	13
You climb	Pokemon Johto	Pokemon	14
Is one more step up the ladder!	Pokemon Johto	Pokemon	15
It's a whole new world we live in.	Pokemon Johto	Pokemon	16
Doo-doo-doo, doo, doo-doo.	Pokemon Johto	Pokemon	17
It's a whole new way to see.	Pokemon Johto	Pokemon	18
Doo-doo-doo, doo, doo-doo.	Pokemon Johto	Pokemon	19
It's a whole new place	Pokemon Johto	Pokemon	20
With a brand new attitude,	Pokemon Johto	Pokemon	21
